,comments,score,sentiments
10009,"Palestina ya palestina,,,TDK ada kaitan smskali dgn tanah Papua,,,yg mrusak negeri ini adalah kaum elite negarax,,,sundal perusak maling,,,Bahlil kau bakal diburu KKB,,FUCK U",0,neutral
10010,MARI KITA SAMA2 DUKUNG GREEN PEACE INDONESIA,1,positive
10011,Alam sedemikian bagusnya jd rusak dan berbahaya bagi warga setempat. Yg untung pengusaha dan penguasa dgn meninggalkan kerusakan alam yg parah,-1,negative
10012,Dasar lu wahabi,0,neutral
10013,Kami orang jawa dukung orang2 papua mempertahankan ekosistem hayati tanah2 mereka...ini wajib..sbb para perampas hak orang tidak akan puas sebelum banjir datang!!!,1,positive
10014,Masa negara kalah menjaga alam sama suku. Padahal negara tuh orangnya banyak lho. Masa gak bisa jaga hutan dari deforestasi.,-1,negative
10015,ancaman kok dari pemerintah ? negara kocak,-1,negative
10016,Asli ceritanya mirip Avatar.,1,positive
10017,"satu pihak ada org org yg cinta alam,menjaga,merawat keasliannya agar lestari spt kalian greenpeace,lalu...datang pihak lain dgn membawa chainsaw n buldoser n truck pengangkutnya...hahhhh cape deh,sia sia..",-1,negative
10018,"Mereka memang miskin, mereka memang dusun, mereka memang bodoh, tapi mereka bukan iblis. 

Mereka seperti ini karena keserakahan, pemerintah rampok segala nya",-1,negative
10019,Perusahaan dan negara harus bertanggung jawab,-1,negative
10020,Deforestasi lagi2 terjadi di sana ancaman yang paling besar adalah bencana alam sudah di depan mata harus di stop !!😎,-1,negative
10021,"Wooo pancen penambang laknat.,ilegal laknat.,masalah laknat.,serakah laknat.,.perusak laknat.,penjahat laknat..,nangis tenan Tuhan ndelok itu ,.wooo iblis laknat",-1,negative
10022,"Makzulkan PRABOWO DAN GIBRAN

SELAMATKAN HUTAN KITA",1,positive
10023,"Sy di Sukabumi Jabar, Rasaa sakit nyaa terasa sampai sini,. 😭",-1,negative
10024,"gimna lagi..sistem perjanjian komunis udah disepakati pemerintahan yg kejam....satu persatu pulau terjual,,",0,neutral
10025,😭 💔,-1,negative
10026,"Dokumentasikan semua kerusakan d tanah Papua. Sebarkan ke seluruh dunia internasional. Biar dunia tahu rakus nya pemerintah, pejabat, pengusaha Indonesia.",-1,negative
10027,Emang AJING PEMERINTAH INDONESIA. PEJABAT. PENGUSAHA. ANJING SEMUA. KALAU DENGAN. DEMO. DISKUSI. DIALOG. PEMERINTAH TIDAK BISA MELINDUNGI BUMI PAPUA. ANGKAT SENJATA KALIAN. LINDUNGI TANAH & NEGRI KALIAN. DARI PEMERINTAH YG RAKUS. PEJABAT RAKUS. PENGUSAHA RAKUS,-1,negative
10028,"Video ini ditayangkan 3 Mei 2025. Hari ini 12 Desember 2025, relate banget, terlebih dengan bencana yang baru terjadi di Sumatra 🙏. Semoga kita bisa menjaga hutan kita untuk kelangsungan anak cucu kita di masa depan.",-1,negative
10029,KUDETA!!!!!!!,0,neutral
10030,Kata ketua pengurus pbnu,0,neutral
10031,Hutan Kalimantan hulu sdh lama di habiskan hutan Ulin dan kayu banuas di garaf sekarang sulit di cari sekarang ini karena terus menerus pembukaan lahan hutan oleh org haus kekayaan tanpa memikirkan masa depan masyarakat dan  bangsa selanjutnya,1,positive
10032,"Cek tempat kami,vibes-nya kece banget ☟🐧 R͓̽o͓̽m͓̽a͓̽4͓̽D͓̽ 💣💜",-1,negative
10033,"Singgah sebentar,banyak hal seru menunggu ☟🐧 R͓̽o͓̽m͓̽a͓̽4͓̽D͓̽ 💣💜",-1,negative
10034,"Datang sekali,pasti pengen balik lagi ☟🐧 R͓̽o͓̽m͓̽a͓̽4͓̽D͓̽ 💣💜",-1,negative
10035,"Melipir ke tempat kami,suasananya bikin nyaman ☟🐧 R͓̽o͓̽m͓̽a͓̽4͓̽D͓̽ 💣💜",1,positive
10036,Cobain serunya bareng-bareng di sini ☟🐧 R͓̽o͓̽m͓̽a͓̽4͓̽D͓̽ 💣💜,1,positive
10037,"Main ke tempat kami,dijamin mood langsung naik ☟🐧 R͓̽o͓̽m͓̽a͓̽4͓̽D͓̽ 💣💜",1,positive
10038,Datang ke sini dan rasakan serunya langsung ☟🐧 R͓̽o͓̽m͓̽a͓̽4͓̽D͓̽ 💣💜,1,positive
10039,"Mampir ke tempat kami,suasananya bikin betah ☟🐧 R͓̽o͓̽m͓̽a͓̽4͓̽D͓̽ 💣💜",-1,negative
10040,manusia manusia serakah durjana bisanya merusak hutan hutan itu kayu usianya ratusan tahun ditebang dengan sekejap demi hawa  nafu durjana yg memberi ijin jelema edan edan alias gelo alias gilaaaaaa,-1,negative
10041,Tmbk mti si bahlul,-1,negative
10042,"dulu saat belanda datang, mereka melobi pemerintah lokal setempat untuk mau mengijnkan belanda mengeksploitasi kawasannya.
sekarang saat bebas dari belanda, yg katanya perwakilan rakyat dan pemerintah pusat, justru bekerjasama melobi ketua adat atau pemangku jabatan lokal setempat agar mau untuk memberikan akses merampok SDA lagi. adakah keuntungan disana? ada, tapi bukan untuk masyarakat umum. hanya untuk yg mengaku ""perwakilan rakyat dan pemerintah pusat"" dan untuk pejabat lokal setempat yang menimatinya. masyarakat biasa? mereka hanya mendapatkan limbah, sampah dan kerusakan lingkungan.
saya dari jawa, saya mendukung masyarakt lokal untuk bersuara agar mendapatkan haknya.
tidak perlu mengharap badan HAM indonesia, badan sampah ini hanya melindungi Hak Asasi orang2 tertentu, bukan masyarakt umum.. badan sampah, sama seperti badan nasional lainnya, tidak berguna.",-1,negative
10043,Ah sedih w Liatnya :face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying:,-1,negative
10044,"kalau kita biacara hal ini orang raja ampat dong bilang itu tempat dong cari makan dong usir orang karena dong bilang gara-gara kitorang perusahaan tambang tutup dong tidak dapat kerja ....aeeeee ....hari ini lihat sudah sumatera orang ditimbun tanah longsor, lihat di negara Iran tidak ada air tawar negara iran bisa hilang karena ditinggalkan orang iran bukan karena perang tetapi karena tidak ada air minum setetspun...tidak mungkin orang iran minum air laut.....Raja ampat juga sama ......kami bicara karena peduli kalau tidak untuk apa kita mau bicara bukan kitong punya tempat, bukan kitong punya orang juga,,,, tapi karena kami peduli ....",-1,negative
10045,According to ALL OF YOU...It's better to be at odds with fellow TRIBES or to be at odds with greed that has no regard for Nature...?,-1,negative
10046,Rendam di laut yang memberikan ijin merusak muka bumi. Ya Allah menyedihkan dan mengecewakan jika memiliki pemimpin negeri yang suka melakukan kerusakan di muka bumi. Berilah kami pemimpin yang baik ya Allah.,-1,negative
10047,"Pemerintah parah banget sih, hentikan perusak hutan, perusak ekologi",1,positive
10048,"Obatnya cuma 1
Bismilah KDM😂",0,neutral
10049,Kasian anak cucu kita nanti😢😢😢😢😢😢😢😢😢,-1,negative
10050,Kyk nya kuping prabowo sudah budeg,-1,negative
10051,Kapan manusia terkorup dunia yg udh ngerusak negara ini tuh diadili ya. Koq bisa dia masih melenggang bebas kesana-kemari.,-1,negative
10052,Mereka yang rakus demi uang tega merusak kekayaan alam Indonesia yang luar biasa indah...andai aku adalah Tuhan sudah ku cabut semua nyawa mereka 😭,-1,negative
10053,Jokowi memang brengsek,-1,negative
10054,"Ni lah jokowi dn barisan penjajah...? 

Yg merusak alam",-1,negative
10055,"TNI n Polisi pun nonton aja, ga bisa bertindak.",1,positive
10056,"yang ga habis pikir kekayaan alam d keruk tp rakyatnya miskin 
miris memang mereka seakan mau hidup selamanya dan ga mikir nant akan ada hisab...astaugfirullah....",-1,negative
10057,Terkutuklah mereka yg dengan biadap merusak keindahan ini sampai turun temurun,-1,negative
10058,"Manusia diciptakan kedunia tugasnya untuk melindungi alam  ingat wahai manusia dirimu bisah hidup bisa makan dan kebahagian karna alam Allah SWT menciptakan kita manusia hanya untuk menjaga alam,melindungi dan mengelolanya agar manusia bisa menikmati hasilnya",-1,negative
10059,"Siapa blg dikalimantan habis hutan.
Saya dr kecamatan ambalau kab sintang.ulin masih banyak dan kayu meranti dll.
Coba kesini klo gk percaya,sawit tidak ada didesa kami,patih jepara,dan beberapa desa tetanga kami.",-1,negative
10060,Gimana ni suBAhLUl,0,neutral
10061,Apa kata kata hari ini untuk seorang bahlil?,-1,negative
10062,"kunci dari kerusakkan hutan di papua itu karena keserakahan dan kerakusan neara biadab ini. padahal nyata2 kami oap tidak mengakui neara ini, menguasai tanah kami, itu namanya pencaplokan/ okupasi. papua harus merdeka.",-1,negative
10063,Bahlul mafia tambang,-1,negative
10064,semoga yang merusak alam hidup nya hancur seprti hal nya alam yang di rusak oleh nya.,-1,negative
10065,Wahai rakyat papua jagalah wilayah kalian. Wilayah kalian sedang dirusak😢,0,neutral
10066,"Greenpeace harusnya mencegah sebelum di eksekusi, masa datang pas udah di obrak abrik , kayak polisi film India udh mati baru Dateng 😂",-1,negative
10067,Dari sini kita bisa melihat kenapa ada/terbentuk OPM dari penduduk lokal Papua.,-1,negative
10068,"Bagaimana generasi penerusnya nanti jika penguasa rakus semakin berkuasa 
   Semakin banyak pengangguran , kemiskinan , krisis 
    😢😢",-1,negative
10069,"Penguasa rakus , bangsat 
Perusak alam 
Indonesia kaya akan alam , suku , budaya , agama 
Jangan sampe dikuasai sedikit"" sama penguasa rakus tikus bangsat 
       Ini sangat bagus dokumenternya harus di kasih ke anak"" kecil sampai sekolah dan universitas",-1,negative
10070,"Lembaga t pencinta alam ini, kenapa pada nongol pas hutan dan alam udah d godok hancur, kenapa pas dapat isu ad perusakan datang bersama warga untuk menolak.. jadi kayak polisi India , udah ancur babak belur baru datang 😂",-1,negative
10071,lanjut kan,-1,negative
10072,"KALAH KITA BOS,,,,KARENA BANYAK BANDAR JUDI,UANGNYA RATUSAN TRILIYUN,MEREKA BIANG KEROK,,,PARA PEJABAT,DAN ELIT POLITIK....HARUS,DI SANTET...😅",-1,negative
10073,PAPUA HARUS MERDEKA 😢😢,-1,negative
10074,keren,1,positive
10075,Tambang pribadi Jokowi..😅😅😅 mafia solo..😅😅😅,1,positive
10076,"Ratusan  bahkan ribuan tahun masyarakat Papua menjaga alam, tp kini di hancurkan oleh pemerintah",-1,negative
10077,Jokowi bersalah atas rusaknya ekosistem raja Ampat! Hrs dimintai pertanggungjawaban!,-1,negative
10078,❤❤❤🙏👍,1,positive
10079,❤❤❤🙏,1,positive
10080,🌏🙏🙏🌠❤❤❤,1,positive
10081,"Miris bgt, pemandanggan yg indah menjadi gundulllllll",-1,negative
10082,Harus ka Papua merdeka?,-1,negative
10083,Merdeka lebih bagus.semua serakah,1,positive
10084,Ya allh mwrdeja lwbih bagys.jadu mendirikan negaea aendiei,1,positive
10085,Habus kaasihan,0,neutral
10086,pembangunan merata✖️ penambangan merata ✔️ wkwkkwkwk rakus sekali bubar saja balik lagi ke sistem kerajaan,-1,negative
10087,"Dan yang membabat duduk santai di ruangan ber AC, naik mobil mewah, pelesiran keliling dunia, hidup berfoya-foya, harta menggunung tak habis di makan 7 turunan namun hasrat duniawinya belum juga akan kenyang, masih akan terus lapar dan tak peduli akan nasib saudara kita di ujung timur Indonesia, tak peduli jikalau semua menjadi pasir dan mengering, mereka tak peduli, persetan dengan lingkungan. Adakah mereka layak disebut sebagai manusia?",-1,negative
10088,Antek antek luar negri ni,-1,negative
10089,Greenpeace munafik.,0,neutral
10090,"Semoga menjadi aman raja Ampat, Aamiin YRA",1,positive
10091,"Matamuuuu antek luar negeri pemerintah noh antek2 luar negeri terutama geng solo!!!! Rakusss semua hutan di babat, FIR'AUN ASIAAAAA, SEMOGA TUHAN MEMBALAS MEREKA DGN SEBERAT2NYA",1,positive
10092,"Kemajuan dan alam tidak bisa bersama jika harus dipaksa salah satunya harus di pilih, Indonesia sudah terkenal dengan keindahan alamnya dan lebih baik seperti itu dari pada menjadi negara maju tapi alam kita hancur, buat apa jadi Negara baju jika hewan masa kini akan punah dh jika terjadi seperti itu bahkan oksigen akan habis jika alam tidak ada😢",-1,negative
10093,Asalamualaikum,0,neutral
10094,Biar lah hancur oleh keserakahan manusia,0,neutral
10095,"Jangan cuman liat di raja empat,datang ke sultra sudah hancur sedikit lg tenggelam hahhha",-1,negative
10096,ALESAN KENAPA KKB ADA DAN INGIN MERDEKA KALIAN TAU SENDIRI,-1,negative
10097,"Wajar ngga, ada yang teriaak MERDEKA?? 
WAJAR",-1,negative
10098,"ijin, mau gunakan votage2nya untuk lagu yang telah saya buat.",-1,negative
10099,SAWITTT HAMA😠😠😠😠😠😠😠,-1,negative
10100,SERAKAH...,0,neutral
10101,Keserakahan dan kerakusan Mulyono. Mulyono adalah Fir'aun,0,neutral
10102,"pleeeeasssee, pemerintah indonesia, kalau belum berhasil menjaga hutan, laut, sungai, kebersihan lingkungan hidup, jangan rusak alam dulu. Kami tahu, Indonesia sangat kaya akan sumber daya alamnya, tapi kalo blm bisa merawat dan menjaga, generasi selanjutnya lah yang susah. Negara akan semakin tertinggal. Saya lihat jepang adalah salah satu negara maju dengan banyak pulau pulau, namun mereka dapat menjaga sumber daya alamnya. Dan bisa memajukan negaranya di bidang lain. Dan hati hati dengan campur tangan asing berkedok investasi dengan ikut menyumbang perusakan alam kita.",-1,negative
10103,"manusia-manusia yg rakus dengan uang! yang sudah lupa akan asal usulnya sebagai manusia! merusak alam! tanpa memikirkan dampaknya dikemudian hari.
hanya ada 1 kata: LAWAN✊️
semoga masyarakat umum terkhusus Papua bisa bersama-sama menyuarakan kelestarian lingkungan hidup. demi generasi penerus!!!!",-1,negative
10104,Transmigrasi pembodohan 👎,-1,negative
10105,"Papua bener-bener di anak tiri kan yaa, di keruk sda aja, sama rakyatnya ga peduli sama sekali",0,neutral
10106,Makin kesini makin kesana aja ni para pejabat negri ini..,1,positive
10107,"PIDANAA+NGGANTI menantiii,....Hitung ulangg seluruh hasil yl s.d. skrg, Sitaaa...u/Kas Negara dan Daerah. Tangkap, Sitaaa, Vonis matiiii !!!",0,neutral
10108,"Menit ke 9:06 menepuk nepuk pohon merbau,, se olah berkata, baik baik yaah, lestarilah engkau hai pohon merbau , hah 😪😑😑",-1,negative
10109,sehat sehat orang orang baik,-1,negative
10110,"Keuntungan ❤untuk oknum,,klau keuntungan untuk rakyat nya gk ppa,,",1,positive
10111,Ini kenapa pemerintah tidak melindungi alam yang sering didatangi wisatawan ini presiden harus bertindak tegas dong 😡😡,-1,negative
10112,Para Pemerintah Indonesia hama rakus,0,neutral
10113,"Save Raja Ampat. 

Kayaknya bakal habis udah mau gimana lagi itu tuh orang rakus kita cuma orang biasa aku nangis ngeliat Raja Ampat kenapa sih harus Raja Ampat",-1,negative
10114,"Parah sih, tapi kementerian terkait foto dan pantauan dari udara tsb adalah foto AI. Peaq bener pejabat negeri wkwkw",-1,negative
10115,"Mengeruk kekayaan alam demi keuntungan pribadi bukan demi rakyat,,sifat binatang sudah mendarah daging d.tubuh pemerintah indonesia saat ini",-1,negative
10116,"Mengeruk kekayaan alam demi keuntungan pribadi bukan demi rakyat,,sifat binatang sudah mendarah daging d.tubuh pemerintah indonesia saat ini",-1,negative
10117,"Mengeruk kekayaan alam demi keuntungan pribadi bukan demi rakyat,,sifat binatang sudah mendarah daging d.tubuh pemerintah indonesia saat ini",-1,negative
10118,"Mengeruk kekayaan alam demi keuntungan pribadi bukan demi rakyat,,sifat binatang sudah mendarah daging d.tubuh pemerintah indonesia saat ini",-1,negative
10119,"🗣️: WAHABI LINGKUNGAN!! 

~Ulil, 2025~",1,positive
10120,Eko sistem raja empat lambat laun akan rusak akibat tambang  .,-1,negative
10121,kalian pemiliknya...kalian tuan nya....jangan lagi kalian hanya menonton mreka habisi sumber alam kalian...sudah cukup freeport saja...jangan yang lain lagi....jgn mau di iming2ing pekerjaanlah...uang lah....itu cara binatang binatang itu menipu kalian...habisi mereka...,-1,negative
10122,"Gila emang rakus parah pemerintah, parahnya rakyat masih miskin",-1,negative
10123,"Serasa hati tak ikhlas melihatnya,dulu yg terlihat cantik sekarang rusak oleh tangan2 serakah😢raja ampat😭",-1,negative
10124,Nauru part. 2,0,neutral
10125,Salafi lingkungan ❤️,1,positive
10126,mantap greenpeace 🔥🔥🔥,-1,negative
10127,manusia  rakus,1,positive
10128,"10 th dipimpin sarjana abal2, dilanjut nepotisme",0,neutral
10129,Tolol pejabat tolol... Rakya Indonesia harus bersatu dan berseru untuk memberontak para penambang nikel di raja ampat.,-1,negative
10130,Pulau Jawa hilang ka kekayaan Nya Mau rampas orang lain punya kekayaan lagi.,-1,negative
10131,"antara menjaga alam dan mengikuti kemajuan jaman... semua ada resikonya, apa perlu kita kelmabli ke jaman purba??? hingga alam dijamin akan keaslianya?? jangan lupa untuk selalu bersyukur akan apa yang kita nikmati saat ini👍",-1,negative
10132,Seharusnya kalimat yang benar Surga di satu sisi tetapi terdapat Neraka di sisi lainnya,-1,negative
10133,🤔,0,neutral
10134,"Apa cuma saya yg ke sini karna Mas Ikbal Damanik, Greenpeace Indonesia best 🔥🔥🔥",-1,negative
10135,"Trimakasih Greenpeace,inilah hasil pemimpin ijazah palsu,Indonesia mundur,optimis fajar akan terbit membawa pemimpin adil,membawa kemajuan bangsa dan cinta lingkungan💪",1,positive
10136,Jika di rusak dan mensejahtrakan masyarakat di sana sih mou so Wai….jika hanya untuk kepentingan sendri jangan lah merusak,-1,negative
10137,Wowwwww indah sekali Tuhan ciptaanmu,0,neutral
10138,Luar biasa keserakahan di NEGRI para bajingan,0,neutral
10139,"Kita itu ga butuh sebanyak itu. Itu orang2 yg ngeruk tambang paling uangnya untuk mobil ferrari yg ga ada guna, tas ratusan hingga m-m an yg ga ada guna, semua kemewahan dunia yang ga ada guna jauh keluar dari nilai aslinya. Ngejer apa sih? Kenapa demi kemewahan nonsense gitu ngorbanin kebutuhan dasar hidup banyak makhluk. Yang jelas semua ada pertanggungjawabannya",-1,negative
10140,"knp yg menjaga cm masy adat? pdhl itu untuk kepentingan bersama dan kebaikan kita semua, makasih byk ya masyarakat adat. mirisnya mereka harus bersusah payah dan menjaga pdhl pemerintah dan kt semua jg mndptkan manfaat dri kelestariannya...",-1,negative
10141,"Alamnya dijaga, yang diekploitasi adalah potensi pariwisata yang berkelanjutan untuk kesejahteraan warga sekitar ...... dasar rakus dan super goblok....",-1,negative
10142,"Hancur sudah indonesia ini,Kalimantan SDH banyak yg habis di tambang ini raja Ampat juga,dasar rakus yg ngeluarin ijin tambang nya itu",-1,negative
10143,"saran aja,, greenpeace kampanye nya masuk ke sekolah2 SMA, SMK, dan PT,,, agar semua generasi muda ikut mendukung greenpeace",-1,negative
10144,mantap seruni nyaaa,1,positive
10145,Kapan nih kru mugiwara mampir ke raja ampat?,-1,negative
10146,Tambang nikel untungkn segelintir manusia TPI mrugikn ptani dn nelayan jutaan org dirugikan slamanya,1,positive
10147,Saatnya Papua merdeka...!!🎉🎉,1,positive
10148,YA ALLOH SEMUA ORANG YANG TERLIBAT DALAM PERUSAKAN CIPTAANMU DI RAJA AMPAT BINASAKAN MEREKA SEMUA. AMIIIN,0,neutral
10149,Dimana2 sekarang Di indonesia makin banyak tambang hasil bumi makin meningkat tp kenapa rakyat masih jauh dari kata sejahtera. Rakyat masih banyak susah nyari makan. Ada apa dengan negeri ini.,-1,negative
